oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
778216100021253,57642388,2458330.9217455600,58330.4238889,18.4033871,0.0346060619,0,zr,55.197578100000000,57.955824800000000,0.787000000,0.021000000,20180731423854,778,16,1,20.2600002,25.9596844,0.0207773596,0.0876785368,4.343008641E-06,3.0000000000e+01,1.75899994,1
778216100021253,57949349,2458333.9915636526,58333.4934954,18.4726410,0.0361238904,0,zr,55.197586900000000,57.955839900000000,0.892000020,-0.057999998,20180803493495,778,16,1,20.6100006,26.0297642,0.0227687098,0.0875783116,5.129704277E-06,3.0000000000e+01,1.28799999,1
778216100021253,58044833,2458334.9464685163,58334.4483333,18.5106544,0.0369964018,0,zr,55.197558500000000,57.955825800000000,1.205000043,-0.108999997,20180804448322,778,16,1,20.6900005,26.0358772,0.0188517645,0.0910053998,3.621878932E-06,3.0000000000e+01,1.49399996,1
778216100021253,58146729,2458335.9654989960,58335.4672917,18.4055824,0.0346528031,0,zr,55.197598300000000,57.955822000000000,0.986999989,-0.127000004,20180805467280,778,16,1,20.8199997,26.0599880,0.0174549185,0.0912187770,3.099833293E-06,3.0000000000e+01,1.37699997,1
778216100021253,58246923,2458336.9675148367,58336.4692361,18.5394802,0.0376772769,0,zr,55.197583600000000,57.955817800000000,1.358999968,-0.022000000,20180806469132,778,16,1,20.8099995,26.0819969,0.0177993178,0.0947490484,3.175596248E-06,3.0000000000e+01,1.35500002,1
778216100021253,58348929,2458337.9876460396,58337.4892940,18.3976707,0.0344848037,0,zr,55.197567300000000,57.955827500000000,1.064000010,0.015000000,20180807489282,778,16,1,21.0100002,26.0638542,0.0184858292,0.0897870511,3.455348178E-06,3.0000000000e+01,1.26400006,1
778216100021253,58449121,2458338.9896398596,58338.4912153,18.4634056,0.0359161757,0,zr,55.197590700000000,57.955825500000000,0.592999995,-0.006000000,20180808491204,778,16,1,20.9400005,26.0486259,0.0169825740,0.0888404101,2.863645705E-06,3.0000000000e+01,1.24800003,1
778216100021253,58645160,2458340.9501766770,58340.4516088,18.4729404,0.0361306481,0,zr,55.197632000000000,57.955858000000000,1.167000055,0.035000000,20180810451516,778,16,1,20.7800007,25.7880592,0.0191867314,0.0946549028,3.658976084E-06,3.0000000000e+01,1.38600004,1
778216100021253,58848656,2458342.9852810604,58342.4865625,18.4358978,0.0353072770,0,zr,55.197543400000000,57.955844900000000,0.694999993,-0.104999997,20180812486516,778,16,1,20.8600006,25.9962044,0.0160357729,0.0942931101,2.587284598E-06,3.0000000000e+01,1.22800004,1
778216100021253,58949519,2458343.9939906860,58343.4951968,18.4925461,0.0365771875,0,zr,55.197587100000000,57.955831000000000,1.067999959,-0.108000003,20180813495162,778,16,1,21.2199993,26.0336971,0.0227655806,0.0879492834,5.159718512E-06,3.0000000000e+01,1.19500005,1
778216100021253,59046618,2458344.9650473627,58344.4661806,18.4344559,0.0352757685,0,zr,55.197596400000000,57.955827100000000,0.864000022,0.013000000,20180814466169,778,16,1,21.3999996,26.0527668,0.0191701371,0.0891341493,3.624000101E-06,3.0000000000e+01,1.27800000,1
778216100021253,59147016,2458345.9691044996,58345.4701620,18.4542694,0.0357123278,0,zr,55.197535900000000,57.955829000000000,0.919000030,-0.111000001,20180815470093,778,16,1,21.0900002,26.0359421,0.0155287841,0.0873600394,2.500346227E-06,3.0000000000e+01,1.25399995,1
